template	popularity	first_year
[1C]c1cnnc1N>>NN.[1C]C(=CO)C#N	110	1981
[1C]CCO>>C=O.C[1C].O	110	1981
C=NO>>C=O.[N+]O	110	1979
[N-]=[N+]=NCCO>>C1CO1.[N-]=[N+]=[N-]	110	1976
[1C]C1=CNC=C([1C])C1>>C=C([1C])C=O.[1C]C=CN	110	1976
O=CS>>O=CI.S	110	1976
NC=O>>CC(=O)OC=O.N	110	1976
NC(=O)I>>N.O=C(I)I	110	1976
C=[N+][O-]>>C=O.NO	110	1976
CO>>CC(C)O[SiH2]	109	1994
O=S>>OO[SH]=O.S	109	1980
cc1c:[2C]:oc1c>>[2C]I.cc(O)c(c)C=O	108	1976
NCO>>C=O.N.O	108	1976
CO>>CO.CO	108	1976
NC(O)=O>>NC(=O)O.OC(=O)I	107	1990
[1C]CCC=O>>C=C[1C].C=O	107	1977
c1ncnn1>>NC=S.NNC=O	107	1976
O=S(=O)I>>O=S(=O)O.O=S(I)I	107	1976
COC=O>>CO[SH](=O)=O.OC=O	107	1976
cC(O)=O>>NC=O.O.cI	106	1995
OC=O>>C=O.NS(O)(=O)=O	106	1980
NC=N>>N.N=CN	106	1979
cc(c)C=O>>C=O.ccc	106	1977
OC=O>>O=CO.OC=O	106	1976
NNC(N)=S>>N=C=S.NN	106	1976
cB(O)O>>OB(O)B1OCCO1.cI	105	2005
cc(n)C#N>>N#C[Si].cc[n+][O-]	105	1985
[1C]C([1C])([2C])N>>[1C]C([1C])N.[2C]I	105	1977
cc(n)I>>O=S(I)I.cc(n)=O	105	1976
[3C]S>>S.[3C]I	105	1976
COC=N>>C[O+].NC=O	105	1976
[1C]C1[2C][2C]1>>C[1C].I[2C][2C]I	104	1977
nC=O>>O=COC=O.n	104	1976
cc1c(c)NCCC1>>cc1cccnc1c	104	1976
[2C]N>>CN.[2C]I	104	1976
[1C]C([1C])=CO>>OC(O)O.[1C]C[1C]	103	1978
CN>>N.OCO	103	1977
CN.OS(=O)=O>>COS(=O)=O.N	103	1977
[2C]C=O>>C#N.COC.[Li][2C]	103	1976
NC(N)=N>>N.NC(=N)O	103	1976
c1ccnnc1>>NN.O=CC=O.O=CCP(=O)(O)O	102	2009
cc1ncnc1c>>N=CO.cc(N)c(c)N	102	1977
[2C]F>>[2C]I.[F-]	102	1976
OC=O>>CO.O=CO	102	1976
NC(=O)NO>>N=C=O.NO	102	1976
CNS=O>>C=O.NS=O	101	2006
cN>>C=N.cI	101	2000
Oc1ccnn1>>NN.O=CCC(=O)O	101	1978
SCS>>C=O.S.S	101	1976
OS(=O)=O>>O.O=S(=O)O	101	1976
O=C1C=CC(=O)N1>>CC(N)=O.O=CC(=O)O	100	1999
N=C=O>>N.O=C(O)O	100	1991
NC(N)=O>>N.NC(n)=O	100	1978
NCS>>C=O.N.S	100	1976
cc(s)[Sn]>>[Sn]I.ccs	99	1995
n>>n[Si]	99	1988
[1C]C([1C])=CN>>NC(O)O.[1C]C[1C]	99	1979
cc(c)N>>N.cc(c)[N+](=O)[O-]	99	1976
[1C]CO>>O.[1C]CO	99	1976
NC(=S)NC=O>>N.N=C=S.O=CO	99	1976
CN=CN>>C#N.CN.N	99	1976
CNC>>C=O.C=O.N	98	1984
ccncc>>N.ccocc	98	1976
cc(c)N=O>>O=N[O-].ccc	98	1976
c1nnnn1>>C#N.[N+].[N-]=[N+]=[N-]	98	1976
[2C]SC=N>>NC=S.[2C]I	98	1976
OCO>>OC=O	98	1976
NS(=O)=O>>O=S(=O)I.[N+]	98	1976
NC=O>>C#N.O	98	1976
nc(s)CO>>C=O.ncs	97	1976
O=S=O>>O=CO.O=S	97	1976
NC=N>>N.N=CI	97	1976
N=CI>>C=N.[4C]NI	97	1976
[4C]N=CN>>NC(O)O.[4C]N	96	1978
cc1nccnc1c>>O=CC=O.cc(N)c(c)N	96	1977
O.OC=O>>OC=O.[O-]	96	1977
cc1ncnn1>>cc(n)NNC=O	96	1976
[3C]>>[3C]I	96	1976
OC=O.OC=O>>O.O.O=COC=O	96	1976
COC=O>>Cc(c)c.OC=O	96	1976
O=c1ccon1>>NO.O=CCC(=O)O	95	2013
c-c>>[Li]c.cI	95	1984
c1nnco1>>NNC=O.OC(O)O	95	1980
C=NC=O>>C=N.O=CI	95	1976
N>>O=C(O)NC(=O)O	94	1999
N=CNC(O)=O>>NC=N.OC(=O)I	94	1978
[2C]NC=O>>N.O=CI.[2C]I	94	1977
CC([1C])N>>C=C([1C])N	94	1976
OC1=C(O)C(=O)C=CC1=O>>COc1ccc(OC)c(O)c1O	93	1983
NC=O>>CN=C=N.O=CO	93	1981
cc1c(c)OCC1>>cc1ccoc1c	93	1980
cc1cnnc1c>>NN.cc(O)c(c)C=O	93	1977
[1C]C=NO>>C[1C].O=NO	93	1977
CC=C>>C=C.CC=C	93	1977
[1C]C([2C])O>>[1C]CO.[2C]I	93	1976
[2C]CNS=O>>C=NS=O.[Li][2C]	92	2001
NS(N)(=O)=O>>N.NS(N)(=O)=O	92	1986
cC=O>>O=CI.cI	92	1976
C=Nn>>C=O.Nn	92	1976
C=CN>>C.NC(O)O	92	1976
CO>>COC=N.O	91	1992
N.O>>OCNC(=O)O	91	1985
nc(n)I>>O=P(I)(I)I.nc(n)O	91	1984
cc(n)I>>I.cc(n)N	91	1978
cc1nc(N)sc1c>>N#CS.ccc(c)N	91	1977
cc1ncnn1>>OC(O)O.cc(n)NN	91	1976
cc1ncnn1>>O=CO.cc(n)NN	91	1976
O=CI>>IP(I)(I)(I)I.O=CO	91	1976
CN[4C]>>CO[SH](=O)=O.[4C]N	91	1976
NC(N)=O>>N.O=C(O)NC(=O)O	90	2006
cc(c)F>>[N+]F.ccc	90	2001
N=CNC(O)=O>>NC=N.OC(=O)OC=O	90	1991
cN>>cI.cc(c)N	90	1982
cc1ncnc1n>>cc(NC=O)c(N)n	90	1981
C=C>>CC=O	90	1978
N=C1NC(O)[2C]S1>>NC(N)=S.O=C[2C]I	90	1977
[2C]CN>>CN.[2C]I	90	1976
[1C]C([1C])=CN>>N.OC(O)O.[1C]C[1C]	90	1976
C=CN([2C])[4C]>>C=CN[4C].[2C]I	90	1976
cc(n)O>>O.cc(n)[SH]=O	89	2003
c1cncn1>>O=CCNC=O.[N+]	89	1994
nc(n)=O>>COc(n)n	89	1990
cc1ncnc1c>>C=O.cc(c(c)[N+](=O)[O-])[N+](=O)[O-]	89	1989
Nc(n)n>>N.nc(n)F	89	1984
[1C]C[1C]>>[1C]C([1C])C(=O)O	89	1979
cc(o)CN>>C=O.N.cco	89	1978
c1ncnn1>>NNC=O.ncI	89	1978
cC(O)=O>>C=O.O.cI	89	1976
CC([1C])[1C]>>C=C([1C])[1C]	89	1976
C1CNN=C1>>C=CC=O.NN	89	1976
cc(n)c(n)n[2C]>>[2C]I.cc(n)-c(n)n	88	1994
cc1nc(=O)nc1c>>cc(N)c(c)N.nC(n)=O	88	1989
cc(c)I>>I.ccc	88	1976
O[2C]O>>I[2C]I.O.O	88	1976
C>>CC(=O)O	88	1976
cc1ccco1>>C#C.cc(O)cI	87	1991
cc(n)NC(O)=O>>O.[N-]=[N+]=NP=O.cc(n)C(=O)O	87	1978
Nc(n)n>>N.nc(n)N[N+]=O	87	1978
cc1nccc(=O)n1>>O=CCC(=O)O.cc(N)n	87	1976
[1C]C(O)CO>>C=O.[1C]CO	87	1976
C[1C]>>CC[1C]	87	1976
CC([2C])O>>CCOC=O.[Li][2C]	87	1976
C=[2C]>>C=O.[2C]I	87	1976
NC(=O)CC=O>>N.O=C1C=COCO1	86	1994
CNC(O)=O>>C#N.OC(=O)OC=O	86	1993
c-nc(c)=O>>cI.cc(n)O	86	1989
cc1cc([1C])cnc1c>>[1C]CC=O.cc(N)c(c)C=O	86	1988
cc([2C])s>>[2C]I.ccs	86	1988
CNN>>C=NN	86	1983
cc(c)N[4C]>>[4C]N.cc(c)F	86	1982
[1C]C=CN>>C[1C].NC(N)O	86	1981
cc1cccnc1c>>C=CC=O.ccc(c)N	86	1979
N>>N=O	86	1976
COC=O>>CCO.OC=O	86	1976
C=C([1C])N>>C=O.[1C]C(N)P(=O)(O)O	86	1976
cc(c)C([1C])[1C]>>[1C]C[1C].cc(c)F	85	1982
cc1nc(N)nc1c>>N#CI.cc(N)c(c)N	85	1977
cc1nnnc1c>>O=N[O-].cc(N)c(c)N	85	1976
C=C>>C=O.C=O	84	1989
CS(=O)=O>>CO.O=S(=O)I	84	1986
[N-]=[N+]=NC=O>>O=CO.[N-]=[N+]=[N-]	84	1977
c1nnnn1>>N.OC(O)O.[N-]=[N+]=[N-]	84	1976
CCO>>C1CO1	84	1976
[3C]O>>O.O=C(O)[3C]I	83	1998
NC(O)=O>>NC(n)=O.O	83	1988
C=NN([2C])[4C]>>C=NN[4C].[2C]I	83	1981
O=CNC=O>>N.[4C]N(C=O)C=O	83	1977
nCO>>C=O.n	83	1976
c1ncnn1>>N=CO.NNC=O	83	1976
OC=O>>NC=O.O	83	1976
CN>>CCN	83	1976
CC=C>>CC=C	83	1976
C=NOS(=O)=O>>C=NO.O=S(=O)I	83	1976
C=C[1C]>>CC[1C]	83	1976
c1ncon1>>O=CO.[H]N=CNO	82	2009
c=O>>[O-].cI	82	1984
NC(O)=S>>NC(=S)I.O	82	1977
CN>>CN.CN	82	1977
CN>>C[SH](=O)=O.N	82	1976
cO>>OO.cB(O)O	81	1993
cc1c(N)ncnc1n>>N.cc(C#N)c(n)N=CN	81	1989
C=Cn>>nCCO	81	1985
NC(=O)NC=O>>N.N=C=O.O=CO	81	1980
CO>>OCO	81	1980
OC=O>>C=O.O=[Mn](=O)(=O)[O-]	81	1978
nC=O>>O=CO.n	81	1976
cN>>NC=O.cI	81	1976
C=O>>C#N.COC	81	1976
N=CNC#N>>N.N#CN=CO	80	1986
[1C]C([1C])C=O>>O=CO.[1C]C[1C]	80	1985
N=C=O>>N.O=C(O)I	80	1985
Nc1nccs1>>CC=O.NC(N)=S	80	1980
Oc1ccncn1>>NC=N.O=CCC(=O)O	80	1979
cCCC=O>>C=CCO.cI	80	1978
[2C]SC(N)=N>>N.N=C=S.[2C]I	80	1978
OC=O>>CO.O	80	1977
[4C]N>>[4C]N[SH](=O)=O	80	1976
[2C]SC#N>>N#CS.[2C]I	80	1976
Nc(n)n>>N.nc(n)O	80	1976
C=O>>C=C.O	80	1976
C=CN>>C=CN.N	80	1976
C#C>>C=O.[N-]=[N+]=C(C=O)P(=O)(O)O	79	2000
cc(N)n>>N.cc(n)[SH](=O)=O	79	1982
ccs>>cc(s)C(=O)O	79	1978
OC=O>>C=O.OO	79	1978
[4C]NC(N)=O>>N.O=C(O)O.[4C]N	79	1977
CC[1C]>>CO.C[1C]	79	1977
cc(c)S(=O)(=O)I>>I.O=S=O.cc(c)N	79	1976
cc(c)N=N>>N.O=N[O-].ccc	79	1976
NC(n)=O>>N.nC(n)=O	79	1976
N>>c1ccnc1	78	1985
[1C]C([2C])n>>[1C]Cn.[2C]I	78	1979
O=c1cccnn1>>O=C1CCC=NN1	78	1977
C1CO1>>C=C.OO	78	1977
[2C][2C]>>[2C]I.[2C]I	78	1976
OC=O>>C#N.OS(=O)(=O)O	78	1976
c-c.cN>>N.cB(O)O.cI.cI	77	2009
cc(n)O>>O.cc(n)[SH](=O)=O	77	1983
CC(=O)CC(O)=O>>C=C1CC(=O)O1.O	77	1977
C#CCN>>C#C.C=O.N	77	1976
c-c(c)n>>cB(O)O.cc(n)-c(c)c	76	2002
CSC=O>>CO.OC=S	76	1987
NC=O.[4C]N>>N.[4C]NC=O	76	1982
cc(c)[3C]>>[3C]I.ccc	76	1981
cc1ccc(=O)oc1c>>O=CCC(=O)O.ccc(c)O	76	1976
cc(c)S(O)(=O)=O>>OS(=O)(=O)O.ccc	76	1976
[2C]N([4C])[4C]>>[2C]I.[4C]N[4C]	76	1976
NNC=O>>NN.O=COC=O	76	1976
NN=O>>N.O=N[O-]	76	1976
CCO>>C=C.COC	76	1976
C=O>>C=C.CO	76	1976
C=C(N)S>>C=C(S)S.N	76	1976
cCCO>>C1CO1.cI	75	1985
[3C]>>I[3C]I	75	1980
C=CO[Si]>>CC=O.[Si]I	75	1978
CO.O>>OC=O	75	1977
cc(n)S[2C]>>[2C]I.cc(n)=S	75	1976
NC=N>>N.N.O=CO	75	1976
C=CNC=O>>C=CN.O=CI	75	1976
nc1nccc(=O)n1>>Nc(n)n.O=CCC(=O)O	74	1995
ccn>>cc(n)N	74	1988
c-c>>Bc.cI	74	1988
cc(NC=O)c(c)C(N)=O>>N.cc1ncoc(=O)c1c	73	1999
cC=C>>C=CI.cI	73	1995
cc1ccnc1c>>[Li]C=C.ccc(c)[N+](=O)[O-]	73	1994
CNC(N)=O>>CC(=O)O.N.[N-]=[N+]=NP=O	73	1987
CN[4C]>>C=O.[4C]N	73	1981
C=CO[2C]>>C=CO.[2C]I	73	1980
NC=O>>C#N.O=C(O)O	73	1978
cc1nc(=O)nc(=O)c1c>>N=C=O.cc(N)c(c)C(=O)O	73	1977
CO.n>>C.[n+][O-]	73	1977
CN>>NCC(=O)O	73	1977
CC([2C])O>>CCO.O=CO.[Li][2C]	73	1977
cc(c)CC([1C])I>>C=C[1C].I.cc(c)N	73	1976
OC(=O)I>>O.O=C(I)I	73	1976
N=C=S>>N.S=C=S	73	1976
CO>>COC=O.O	73	1976
C=[N+][2C]>>C=N.[2C]I	73	1976
cB(O)O>>OBO.cI	72	1996
OC(=O)NC(O)=O>>N.OC(=O)OC(O)=O	72	1994
CN>>CC[1C].N	72	1989
C=CC#C>>C#C.C=CI	72	1985
[1C]C([1C])([2C])[2C]>>[1C]C[1C].[2C]I.[2C]I	72	1981
cI>>I.cI	72	1977
nc1nc:[2C]:n1>>Nc(n)n.O=C[2C]I	72	1976
cc(c)C=O>>O=C(O)C(F)(F)F.ccc	72	1976
NC=S>>N.S=CI	72	1976
NC=O>>O=COC=O.O=[N+][O-]	72	1976
NC=O>>NC=O.O=CI	72	1976
NC(=S)NC=O>>N.N#CS.O=CI	72	1976
C=NOC(N)=O>>C=NO.N=C=O	72	1976
OBO>>B1OCCO1	71	2006
Nc1ncno1>>N=CNO.NC#N	71	2006
cc(c)C=O>>O=CNO.ccc	71	1996
NC(O)=O>>N=[N+]=[N-].OC(=O)OC=O	71	1996
cc1nc(=O)c(=O)nc1c>>O=C(O)C(=O)O.cc(N)c(c)N	71	1976
cc(c)-c(c)c>>cc(c)N.ccc	71	1976
CN>>N.OCO[Si]	70	2002
cCN>>C=O.N.cB(O)O	70	2001
NC=O>>N.nOC=O	70	1986
[1C]C([1C])=[N+]=[N-]>>[1C]C[1C].[N-]=[N+]=N[SH](=O)=O	70	1978
[2C]N([4C])O>>[2C]I.[4C]NO	70	1977
CC[1C]>>C=O.C[1C]	70	1977
C=CS(N)(=O)=O>>C=CS(=O)(=O)I.N	70	1977
C1CO1>>C=O.C[S+]	70	1977
c1ncnn1>>NC=O.NNC=O	70	1976
[1C]CC[2C]>>C=C[1C].[Li][2C]	70	1976
COC=O>>OC=O.ccccc	70	1976
c1cnnc1>>NN.O=CC=CO	69	1987
O=S=O>>O=S([O-])([O-])=S.OOC=O.S	69	1987
[4C]N=CN>>N.[4C]NC=S	69	1982
CO.O>>COC(O)=O.O	69	1982
cc1nc(N)nc1c>>cc(N)c(c)NC(N)=S	69	1980
NC=O>>N.nC=O	69	1978
cN[2C]>>N.[2C]I.cI	69	1977
[1C]CN>>N.[1C]CO	69	1977
NC(O)=O>>C=NOC(O)=O.N	69	1977
cc(c)S>>S.cc(c)[N+](=O)[O-]	69	1976
cc(c)N>>N.cc(c)N	69	1976
c[3C]>>[3C]I.cI	69	1976
cNO>>NO.cI	69	1976
[2C]CO>>C[2C]I.O	69	1976
OC=O>>C.O=[Mn](=O)(=O)[O-]	69	1976
cc(n)OS(=O)=O>>O=S(=O)O[SH](=O)=O.cc(n)=O	68	1998
cC#C>>C#C[Sn].cI	68	1995
cc(o)C=O>>O=CNO.cco	68	1992
C=O>>C.COC	68	1985
c1cncnc1>>NC=CC=O.NC=N	68	1984
cc(c)O>>OOC=O.cc(c)C=O	68	1982
cc1c(n)CCCC1>>cc1ccccc1n	68	1977
C=CO>>C=CI.O	68	1977
sc1nc:[2C]:n1>>Nc(n)s.O=C[2C]I	68	1976
cc(c)I>>cc(c)I.ccc	68	1976
[2C]N>>NC=O.[2C]I	68	1976
[1C]C([2C])S>>[1C]CS.[2C]I	68	1976
S>>O=S	68	1976
CC=O>>CC(=O)O.O=CO	68	1976
CNN>>C=O.NN	67	1987
[1C]C=CN>>[1C]CC=O.[N+]	67	1985
cc1ncc(=O)nc1c>>O=CC(=O)O.cc(N)c(c)N	67	1980
[2C]S>>CS.[2C]I	67	1980
[4C]NCCO>>C1CO1.[4C]N	67	1976
NC=O>>O=CI.[N+]	67	1976
NC(N)=O>>N=C=O.NC(=O)O	67	1976
Cn1cc(c)c(n)n1>>C=O.C=O.ccc(n)NN	66	2007
CNC=O>>CO.N.O=CO	66	2007
cc1ncnc(N)c1c>>N.cc(C#N)c(c)N=CN	66	1998
ONC=O>>NO[Si].O=CO	66	1997
cC=C>>CCC.cI	66	1995
cc(c)CN>>C=[N+].ccc	66	1989
CNn>>C=Nn	66	1986
[1C]CC=O>>O=CI.[1C]CC(=O)O	66	1982
c1cncn1>>C1CN=CN1	66	1978
NC=O>>O=CI.O=[N+][O-]	66	1978
[2C]C=O>>O=CO.[2C]I	66	1976
[1C]C1CO1>>C=C[1C].OO	66	1976
OC=O>>C=O.O=[Cr](=O)=O	66	1976
C[1C]>>[1C]CS	66	1976
cc(-n)n>>cc(n)F.n	65	2000
CC(c)=O>>C=COC.cI	65	1998
NS(=O)=O>>N.NS(=O)=O	65	1990
cc(c)NC(N)=O>>N.[N-]=[N+]=NP=O.cc(c)C(=O)O	65	1987
CN[4C]>>CN.CN[4C]	65	1981
[1C]CCN>>[1C]C=CN	65	1977
cc(c)[N+](=O)[O-]>>O=[N+]=O.ccc	65	1976
cc(c)CC[1C]>>C=C[1C].ccc	65	1976
CN>>N.O=CI	65	1976
CCO>>C=CO	65	1976
C=CB(O)O>>C=CI.OB(O)B(O)O	64	2004
cc(o)I>>[4C]NI.cco	64	1984
[1C]C([1C])C(N)=O>>N=C=O.[1C]C[1C]	64	1979
CC(N)=O>>CC(=O)O.NC(=O)O	64	1979
CN>>CO[SH](=O)=O.N	64	1977
NC1C[2C]1>>C#N.[Li][2C]C	63	2007
cN>>cI.cc(N)n	63	1999
NC(=O)I>>N.O=C(O)OC(I)(I)I	63	1999
C=C([1C])CO>>C=C[1C].C=O.O	63	1988
cc1ncoc1c>>OC(O)O.cc(N)c(c)O	63	1983
n[Si]>>[Si]I.n	63	1978
[2C]=CS(N)(=O)=O>>N.O=S(=O)(I)C[2C]I	63	1978
cc1ncnc1n>>OC(O)O.cc(N)c(N)n	63	1977
OC(=O)NC=O>>O.O=CN=C=O	63	1977
nc(s)I>>I.nc(N)s	63	1976
cc1ncoc1c>>O=CI.cc(N)c(c)O	63	1976
cc1ncnc1c>>cc(NC=O)c(c)[N+](=O)[O-]	63	1976
S>>O=S(=O)I	63	1976
OC=O>>CC=O.[O-]	63	1976
O=S(=O)I>>O=P(I)(I)I.O=S(=O)O	63	1976
O=CI>>I.O=CO	63	1976
NNC(O)=O>>NN.OC(=O)I	63	1976
Cc(c)c>>Cc(c)c.ccc	63	1976
C=C([1C])Cc(c)n>>C=C[1C].C=O.ccn	62	2009
ccn>>cc(n)[Si]	62	1994
O=CF>>O=CO.nc(n)F	62	1985
c[Si]>>[Si]I.cI	62	1982
N[2C]CO>>N.O=C[2C]I	62	1979
cC=C>>CC=O.cI	62	1977
[N+][O-]>>N.OOC=O	62	1976
OC=O>>NC=O.OC=O	62	1976
NC(N)=N>>N.NC(=N)I	62	1976
cC#N>>N#C[Zn]C#N.cI	61	2005
cc1n:[2C]:c(C[1C])c1c>>[2C]I.cc(C=C[1C])c(c)N[SH](=O)=O	61	2003
c1cnoc1>>C#C.C=NO	61	1989
cc(=N)n[2C]>>[2C]I.cc(N)n	61	1986
[2C]N1CCC=CC1>>[2C]I.c1ccncc1	61	1985
O.[4C]N>>[4C]NCO	61	1980
c=O>>O=CO.cI	61	1978
NNC(O)=O>>NN.OC(=O)OC=O	61	1977
cc1ncnc1c>>O=CO.cc(N)c(c)[N+](=O)[O-]	61	1976
C#C>>C=C(I)I	61	1976
Cc1cc(I)cnc1=N>>CC(C#N)C1OC(=O)C(I)=C1I.N	60	2011
CC(=C)S>>C=O.CCS	60	2007
cN[4C]>>[4C]N.cB(O)O	60	2002
cN>>[Si][N-][Si].cI	60	1997
NC(=N)O>>N.N#CI.O	60	1992
cc(n)=S>>S=[PH](S)S.cc(n)=O	60	1987
C=COS(=O)=O>>CC=O.O=S(=O)O[SH](=O)=O	60	1985
CO>>CCO.O	60	1980
cc1ncnc(=O)c1c>>OC(O)O.cc(N)c(c)C(N)=O	60	1978
CN>>C.N	60	1978
[1C]CCNC=O>>C=C[1C].N.O=CO	60	1977
N.OC=O>>NC=O.[O-]	60	1977
O=c1ccnn1>>NN.O=CCC(=O)O	60	1976
CO.O>>OCO	60	1976
C>>O=CO	60	1976
cCC[1C]>>C=C[1C].cB(O)O	59	2005
cCNS=O>>C=NS=O.cI	59	2003
[1C]C1CNC([1C])C1>>C=C[1C].C=NC[1C]	59	2000
[1C]C1=CNC=NC1>>C=O.NC=N.[1C]CC=O	59	1989
cc1ncc([1C])c(=O)c1c>>ccc(c)NC=C([1C])C(=O)O	59	1988
c1cncn1>>CN.O=CC=NO	59	1983
cc1nc(N)sc1c>>ccc(c)NC(N)=S	59	1977
cc(c)[N+](=O)[O-]>>O[N+](=O)[O-].ccc	59	1977
O=S(=O)I>>IP(I)(I)(I)I.O=S(=O)O	59	1977
cc(c)CI>>C=O.I.ccc	59	1976
[2C][2C]>>[2C]I.[Li][2C]	59	1976
[2C]S(O)(=O)=O>>O=S([O-])[O-].[2C]I	59	1976
[1C]CI>>C[1C].O=S(=O)(I)I	59	1976
[1C]CCN[4C]>>C=C[1C].[4C]N	59	1976
O=S>>CO.S	59	1976
C=NOC=O>>C=NO.O=CI	59	1976
cc(N)n>>cc(N)n.cc(n)N	58	2006
c[Sn]>>[Sn][Sn].cI	58	1991
cc(c)O>>cc(c)O.cc(c)O	58	1990
cc(c)I>>II.cc(c)N	58	1990
cc(c)[Si]>>[Si]I.ccc	58	1985
[2C]NS(=O)=O>>N.O=S(=O)I.[2C]I	58	1984
c1ncnn1>>NC=NC=O.NN	58	1981
C=CS>>C=CI.S	58	1981
CN>>NCO	58	1980
C=O>>C#N.O	58	1979
cc(c)CN>>NCO.ccc	58	1978
NC=O>>N.O=CS	58	1978
NC=O>>CN(C)C.O=CO	58	1977
CSC(N)=N>>CO.NC(N)=S	58	1977
c1ncon1>>NC=NO.O=COC=O	58	1976
[2C]O>>OC=O.[2C]I	58	1976
N#[N+]>>N.O=N[O-]	58	1976
C=NC(=C)O[Si]>>C=O.CC(=O)I.[Si]I.[Si]N[Si]	57	2009
cc1ncc(=O)nc1n>>O=CC(=O)O.cc(N)c(N)n	57	2000
[4C]NCn>>C=O.[4C]N.n	57	1996
c-c(c)c>>cI.cccB(O)O	57	1992
NCC=O>>CN.O=CO	57	1984
nc(n)C=O>>NC=O.ncn	57	1983
cc(c)I>>IC(I)I.ccc	57	1983
cc(c)C#N>>N#C[Cu].cc(c)N	57	1981
[2C]Nn>>Nn.[2C]I	57	1981
OC=O>>C=COC=O.O	57	1978
CCO>>CCO.CO	57	1978
ncs>>nc(N)s	57	1977
[2C]c(n)n>>[2C]I.ncn	57	1977
[2C]S>>O=CS.[2C]I	57	1977
cc1cnnc1N>>NN.cc(C#N)cI	57	1976
cc1c(=O)ncnc1n>>O=CO.cc(C(N)=O)c(N)n	57	1976
NC(=O)NC=N>>N=C=O.NC=N	57	1976
NC(=N)O>>NC#N.O	57	1976
CCCO>>C=CC=O	57	1976
C=C([1C])I>>C=C[1C].II	57	1976
C1CON=C1>>C=C.ON=CI	57	1976
Oc1ccoc(=O)c1S>>CC=O.OC(=O)C(S)C(=O)O	56	1998
C=O>>C=C.[N+][O-]	56	1996
CC=O>>C.O=CNO	56	1993
CO>>C=C.O=[O+][O-]	56	1986
Nc1ncccn1>>NC(N)=N.O=CCC=O	56	1985
[1C]C=[2C]>>[1C]C[2C]I	56	1980
Cc(c)c>>Cc(c)c.cc(c)C	56	1978
cc1occc(=O)c1c>>CC(=O)c(c)c(c)O.O=CO	56	1977
cc1cnnc1c>>Cc(c)c(c)N.O=N[O-]	56	1977
CO>>C.O	56	1977
CN>>C=O.NO	56	1977
cc(c)F>>F[B-](F)(F)F.cc(c)N	56	1976
cC=O>>C=O.cI	56	1976
[4C]NC(N)=S>>N=C=S.[4C]N	56	1976
[2C]O>>OC(=O)O.[2C]I	56	1976
OC=O>>C#N.O.OS(=O)(=O)O	56	1976
NC=S>>N.OC=S	56	1976
C=O>>O=CI	56	1976
NC(=O)c1cnc:[2C]:1>>N.N.O=CCC(=O)O.O=C[2C]I	55	2007
c-c(c)n>>cI.cc(n)[Zn+]	55	2004
cB(O)O>>cI.cc(c)B(O)O	55	1997
cc1ncc(S)c1c>>O=CCS.ccc(c)NN	55	1993
C=CS>>C=COP=O.S	55	1992
c[2C]>>B[2C].cI	55	1991
[4C]N[4C]>>CN([4C])[4C]	55	1984
OCP(O)(O)=O>>C=O.OP(O)[O-]	55	1982
[2C]N>>[2C]I.[N-]=[N+]=[N-]	55	1981
[1C]C=O>>C[1C].O=[Se]=O	55	1977
nc(n)O>>O.nc(n)S	55	1976
cc1ncsc1c>>O=CO.cc(N)c(c)S	55	1976
[2C]On>>[2C]I.nO	55	1976
[2C]OP=O>>OP=O.[2C]I	55	1976
[2C]N[4C]>>CN[4C].[2C]I	55	1976
[2C]C=O>>C#N.COC.[2C]I	55	1976
[1C]CC[1C]>>[1C]C=C[1C]	55	1976
[1C]C([1C])=NO>>O=N[O-].[1C]C[1C]	55	1976
OCCO>>C=C.O.OOC=O	55	1976
OC1CCCCC1>>Oc1ccccc1	55	1976
CC([1C])[1C]>>C=O.[1C]C[1C]	55	1976
c-c(n)o>>cI.nco	54	2003
NS(=O)(=O)NC(O)=O>>N.O.O=C=NS(=O)(=O)I	54	1996
[1C]c1ccnc1>>N.[1C]C(CC=O)C=O	54	1991
O>>C=CO	54	1986
C=C([1C])F>>C=O.[1C]C(F)P(=O)(O)O	54	1984
C=NNC=O>>C=NN.O=CI	54	1980
[1C]c1cnnc1>>NN.[1C]C(C=O)C=O	54	1979
[1C]C([1C])I>>II.[1C]C[1C]	54	1978
Nc1nccc(=O)n1>>NC(N)=N.O=CCC(=O)O	54	1978
NC=O>>C#N.CO	54	1977
ccc>>cc(c)C=O	54	1976
cc1ncnc(=O)c1c>>NC=O.cc(N)c(c)C(=O)O	54	1976
[1C]CI>>O=S(I)I.[1C]CO	54	1976
C=CN[2C]>>C=CN.[2C]I	54	1976
cc(c)I>>II.cc(c)[Si]	53	1999
cC=C([1C])N>>[1C]C(N)C=O.c[Sn]	53	1993
COC=O>>C[Si]I.OC=O	53	1989
[4C]NC(N)=O>>N.O=C(I)C(=O)I.[4C]N	53	1987
nCO>>n.nCO	53	1986
CNC=O>>CC=O.[N-]=[N+]=[N-]	53	1980
CCO>>C=O.CCO	53	1980
cc(n)=S>>S=P(S)(S)S.cc(n)=O	53	1979
NOC=O>>NO.O=CI	53	1979
cc(n)O>>O.cc(n)=O	53	1978
cc(n)[N+](=O)[O-]>>O=[N+]([O-])O.ccn	53	1977
cC=O>>C#N.COC.cI	53	1977
[4C]NN=O>>O=N[O-].[4C]N	53	1977
[2C]NO>>NO.[2C]I	53	1977
